trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,7.150514,182814,145917458,0,30469,0,30469
2,6.862902,182814,145917458,0,30469,0,30469
3,6.743337,182814,145917458,0,30469,0,30469
4,6.763582,182814,145917458,0,30469,0,30469
5,6.760028,182814,145917458,0,30469,0,30469
