trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,3.510393,0,51832863,0,0,0,0
2,2.631720,0,51832863,0,0,0,0
3,2.579874,0,51832863,0,0,0,0
4,2.745479,0,51832863,0,0,0,0
5,2.761712,0,51832863,0,0,0,0
