trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.264345,12528421,0,0,0,0,0
2,0.258973,12528421,0,0,0,0,0
3,0.306431,12528421,0,0,0,0,0
4,0.232714,12528421,0,0,0,0,0
5,0.259932,12528421,0,0,0,0,0
