trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.262264,25710786,0,0,0,0,0
2,0.263366,25710786,0,0,0,0,0
3,0.268866,25710786,0,0,0,0,0
4,0.274324,25710786,0,0,0,0,0
5,0.309354,25710786,0,0,0,0,0
