trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.011756,1051117,0,0,0,0,0
2,0.009999,1051117,0,0,0,0,0
3,0.011840,1051117,0,0,0,0,0
4,0.011763,1051117,0,0,0,0,0
5,0.012065,1051117,0,0,0,0,0
