trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.488953,25041826,0,0,0,0,0
2,0.521315,25041826,0,0,0,0,0
3,0.439167,25041826,0,0,0,0,0
4,0.453406,25041826,0,0,0,0,0
5,0.490139,25041826,0,0,0,0,0
