trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.056407,5247480,0,0,0,0,0
2,0.049196,5247480,0,0,0,0,0
3,0.055068,5247480,0,0,0,0,0
4,0.056439,5247480,0,0,0,0,0
5,0.050329,5247480,0,0,0,0,0
