trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.299234,26143779,0,0,0,0,0
2,0.270625,26143779,0,0,0,0,0
3,0.284459,26143779,0,0,0,0,0
4,0.289759,26143779,0,0,0,0,0
5,0.286694,26143779,0,0,0,0,0
