trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,15.653781,446169,336180790,0,78322,7921,70401
2,15.748831,446169,336180790,0,78322,7921,70401
3,14.878941,446169,336180790,0,78322,7921,70401
4,13.699858,446169,336180790,0,78322,7921,70401
5,13.799290,446169,336180790,0,78322,7921,70401
