trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.385692,26244687,0,0,0,0,0
2,0.348076,26244687,0,0,0,0,0
3,0.430036,26244687,0,0,0,0,0
4,0.457610,26244687,0,0,0,0,0
5,0.441981,26244687,0,0,0,0,0
