trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.054756,5226815,0,0,0,0,0
2,0.051728,5226815,0,0,0,0,0
3,0.058329,5226815,0,0,0,0,0
4,0.053754,5226815,0,0,0,0,0
5,0.048739,5226815,0,0,0,0,0
