trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.439314,19694349,0,0,15381,589,14792
2,0.430278,19694349,0,0,15381,589,14792
3,0.591927,19694349,0,0,15381,589,14792
4,0.543835,19694349,0,0,15381,589,14792
5,0.536236,19694349,0,0,15381,589,14792
