trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,1.143257,100533683,0,0,2827,2827,0
2,1.144036,100533683,0,0,2827,2827,0
3,1.057281,100533683,0,0,2827,2827,0
4,1.086963,100533683,0,0,2827,2827,0
5,1.126615,100533683,0,0,2827,2827,0
