trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.986818,0,20878290,0,0,0,0
2,0.894168,0,20878290,0,0,0,0
3,0.801790,0,20878290,0,0,0,0
4,0.823152,0,20878290,0,0,0,0
5,0.796323,0,20878290,0,0,0,0
