trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.071772,5257577,0,0,0,0,0
2,0.134301,5257577,0,0,0,0,0
3,0.121570,5257577,0,0,0,0,0
4,0.099963,5257577,0,0,0,0,0
5,0.080178,5257577,0,0,0,0,0
