trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.110888,10326544,0,0,0,0,0
2,0.112606,10326544,0,0,0,0,0
3,0.117479,10326544,0,0,0,0,0
4,0.119429,10326544,0,0,0,0,0
5,0.108932,10326544,0,0,0,0,0
