trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.678076,40337429,0,0,34088,2,34086
2,0.753071,40337429,0,0,34088,2,34086
3,0.677778,40337429,0,0,34088,2,34086
4,0.680174,40337429,0,0,34088,2,34086
5,0.697570,40337429,0,0,34088,2,34086
