trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.188700,18580299,0,0,3405,0,3405
2,0.202353,18580299,0,0,3405,0,3405
3,0.197639,18580299,0,0,3405,0,3405
4,0.185759,18580299,0,0,3405,0,3405
5,0.197253,18580299,0,0,3405,0,3405
