trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.525678,0,12426579,0,0,0,0
2,0.567330,0,12426579,0,0,0,0
3,0.569665,0,12426579,0,0,0,0
4,0.482481,0,12426579,0,0,0,0
5,0.722649,0,12426579,0,0,0,0
