trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,2.820802,258173081,0,0,0,0,0
2,2.853539,258173081,0,0,0,0,0
3,2.648581,258173081,0,0,0,0,0
4,2.702031,258173081,0,0,0,0,0
5,2.650065,258173081,0,0,0,0,0
