trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.416076,25084566,0,0,0,0,0
2,0.399118,25084566,0,0,0,0,0
3,0.390487,25084566,0,0,0,0,0
4,0.383679,25084566,0,0,0,0,0
5,0.390168,25084566,0,0,0,0,0
