trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.069471,0,2086904,0,0,0,0
2,0.071244,0,2086904,0,0,0,0
3,0.065433,0,2086904,0,0,0,0
4,0.064154,0,2086904,0,0,0,0
5,0.066952,0,2086904,0,0,0,0
