trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.055393,5249028,0,0,0,0,0
2,0.051230,5249028,0,0,0,0,0
3,0.052206,5249028,0,0,0,0,0
4,0.063577,5249028,0,0,0,0,0
5,0.085324,5249028,0,0,0,0,0
