trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.497238,20064,14511352,0,3344,0,3344
2,0.499991,20064,14511352,0,3344,0,3344
3,0.521833,20064,14511352,0,3344,0,3344
4,0.581950,20064,14511352,0,3344,0,3344
5,0.535054,20064,14511352,0,3344,0,3344
