trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,1.021966,92848817,0,0,17139,13,17126
2,1.057144,92848817,0,0,17139,13,17126
3,1.067969,92848817,0,0,17139,13,17126
4,1.204238,92848817,0,0,17139,13,17126
5,1.420128,92848817,0,0,17139,13,17126
