trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.006143,349486,0,0,0,0,0
2,0.005471,349486,0,0,0,0,0
3,0.006077,349486,0,0,0,0,0
4,0.006020,349486,0,0,0,0,0
5,0.005218,349486,0,0,0,0,0
