trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.968770,0,20867662,0,0,0,0
2,0.894895,0,20867662,0,0,0,0
3,0.895781,0,20867662,0,0,0,0
4,0.787169,0,20867662,0,0,0,0
5,0.814355,0,20867662,0,0,0,0
