trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.068734,4032938,0,0,3406,0,3406
2,0.066878,4032938,0,0,3406,0,3406
3,0.069072,4032938,0,0,3406,0,3406
4,0.070558,4032938,0,0,3406,0,3406
5,0.154757,4032938,0,0,3406,0,3406
