trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,1.358162,127808503,0,0,1507,1507,0
2,1.294934,127808503,0,0,1507,1507,0
3,1.303170,127808503,0,0,1507,1507,0
4,1.340810,127808503,0,0,1507,1507,0
5,1.364171,127808503,0,0,1507,1507,0
