trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,1.175557,103826406,0,0,612,612,0
2,1.056282,103826406,0,0,612,612,0
3,1.071159,103826406,0,0,612,612,0
4,1.017166,103826406,0,0,612,612,0
5,1.177301,103826406,0,0,612,612,0
