trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.273139,26301886,0,0,0,0,0
2,0.258501,26301886,0,0,0,0,0
3,0.309790,26301886,0,0,0,0,0
4,0.276327,26301886,0,0,0,0,0
5,0.250771,26301886,0,0,0,0,0
