trial,execution_seconds,char_comparisons,hash_operations,token_checks,matches,true_positives,false_positives
1,0.057947,5248627,0,0,0,0,0
2,0.050859,5248627,0,0,0,0,0
3,0.047860,5248627,0,0,0,0,0
4,0.061554,5248627,0,0,0,0,0
5,0.064971,5248627,0,0,0,0,0
